,SPY,EWU,EWJ,EWG,EWQ,EWC,EWL,EWA,EWN,EWD
2011-01-03,0.6400658053224976,0.07846888500885706,0.08226135731637904,0.04657642023217898,0.035967288476158765,0.045322240219682286,0.0017514924964177553,0.03548959984678817,0.06400370192837214,-0.029906790847331593
2011-01-04,0.6541006974688057,0.0727986659868322,0.08992947544370279,0.050797251320355834,0.055634322991344555,0.04414546160540876,-0.005472792818912693,0.028457614549498588,0.03326842694189285,-0.0236591234889288
2011-01-05,0.6515291015710698,0.06501860214534785,0.08733667027979294,0.05445496498229589,0.056219994507045026,0.04531673458487705,-0.0010987659458590291,0.03247853800753504,0.030806247647874024,-0.02206208777997857
2011-01-06,0.6535443971050937,0.0640979320214359,0.0882046113631957,0.015434334350790946,0.05407970775687914,0.04189195370103161,0.0458934804889954,0.0317575652165904,0.027222121933365828,-0.022126103937378756
2011-01-07,0.6468102853850085,0.0642527454826528,0.09324323846454398,0.04006505073961852,0.06026690844550029,0.04654805086584003,0.0029820670940940127,0.03274704039924663,0.03724955322727514,-0.024164940103780036
2011-01-10,0.6498984169621899,0.06888340703406685,0.089034614163224,0.060811630799200274,0.04846890410124694,0.036706575609983055,-0.0012750327328588272,0.03534759681376247,0.029305622462352816,-0.01718173521316749
2011-01-11,0.6550361362846847,0.05062133912177881,0.06502906015643321,0.06397595087762147,0.06273096458874396,0.04095635690435075,0.009182320806654392,0.053170208357557154,0.02210130765232312,-0.02280364475014775
2011-01-12,0.6618652476386472,0.06250750973647692,0.08891780688861003,0.030736973298638528,0.04326755414400199,0.047802368450072276,-0.000601140513501003,0.036655138939883085,0.04265130452951456,-0.013802763112343472
2011-01-13,0.6514838171869602,0.06421796594267329,0.09115270395170774,0.053492409337694016,0.053916802855093524,0.04140946791654493,0.0001569495205991666,0.03462273935776198,0.032378853724270636,-0.022831709793305677
2011-01-14,0.645495955389406,0.051178392977145784,0.07587431813437938,0.045461477446518704,0.04434946186160746,0.046475075646134935,0.05045449975751546,0.0418578553432894,0.019973549874758904,-0.021120586430755983
2011-01-18,0.6746465384981394,0.06942547080207397,0.08079115967275081,0.017846340950932762,0.046760625502971345,0.023672973084262392,0.04366238628908053,0.03617969542628347,0.026121400385681892,-0.01910659061217658
2011-01-19,0.6035643327681073,0.04558027450059154,0.10327604883447687,0.041319995395148364,0.07726610726163931,0.05840352211017122,0.04156601571396716,0.04493022099128887,-0.007177559200453302,-0.008728958374937328
2011-01-20,0.6778267118484902,0.0795229304832985,0.03949215266944542,0.07225999094464189,0.01747987306529103,0.03585481466660904,0.02287406239809013,0.04369897590972608,0.038177146066736674,-0.027186658052328918
2011-01-21,0.6790307728092654,0.08186500737535157,0.08537332537691716,0.010348685919993002,0.047194512157716105,0.03597437072770043,0.06884654748327379,0.01853716209070691,0.008672223978225143,-0.03584260791914974
2011-01-24,0.6450591552537065,0.07613670421887926,0.08753582859201742,0.010028716395909614,0.042655441204657106,0.04071747743111357,0.042065011910218615,0.03199717159516696,0.04139177316110192,-0.01758727976277105
