,Equal Weight,Market Cap,Classical MV,BL Equilibrium,BL Momentum
2011-01-03,0.9942024103211738,0.9980596773757997,0.9901188383520243,0.9980904571107118,0.9991249267373244
2011-01-04,0.9879297844085145,0.9982114704684005,0.9934495564043382,0.9983344456181107,1.0001832521732859
2011-01-05,0.9790120623538097,0.9938099414426783,1.0021688443694607,0.993931383698472,0.9964186731035869
2011-01-06,0.9731919794257301,0.9906186728234264,1.0124830442984951,0.9907809480922848,0.9940500998096428
2011-01-07,0.9713795891225987,0.9887595723337188,1.0197433365782427,0.9889836752503584,0.9920470435299802
2011-01-10,0.9793990965993234,0.9943462364129269,1.0350292288150948,0.9945787880071816,0.9971916823135019
2011-01-11,0.9977397309937011,1.0072050061034912,1.0229430952565748,1.007635598859125,1.0097736643597062
2011-01-12,0.9998360097397104,1.0069956312230361,0.984097712837299,1.0071138889917697,1.0097595742970833
2011-01-13,1.0078194882663993,1.0143579846656252,0.987841631990329,1.014438294346369,1.0166616692385302
2011-01-14,1.0129892162301173,1.017651107542256,0.9878895818930621,1.0178062722821937,1.02003420156908
2011-01-18,1.005373118628093,1.0089846193088288,0.9765944415247562,1.0091726211430436,1.0113480034732214
2011-01-19,0.996254949916757,1.0043747806253138,0.9508894862505665,1.0042089352830714,1.0069370771810238
2011-01-20,1.004023737654428,1.0081199643476224,0.9413866679505591,1.008299831230149,1.0101674028812144
2011-01-21,1.0117192782043363,1.01492318808613,0.9333137113640955,1.0153955859074288,1.0175555246443515
2011-01-24,1.0121159750932525,1.0152945612884017,0.943944446024563,1.0157072798224394,1.0172550032019543
2011-01-25,1.0194057668025613,1.0202312274716898,0.9700676414575194,1.0207250313369285,1.0217256505875718
2011-01-26,1.0216235978467145,1.0226603844972526,0.9663336977227298,1.0231877090176846,1.0245430541166316
2011-01-27,1.0009452268884909,1.0036649906952366,0.9665844126947446,1.003827372057427,1.0053798108284213
2011-01-28,1.0106864897208194,1.0117534717493049,0.9540093122121219,1.0113925191076505,1.0126394058046584
2011-01-31,1.0313142732798464,1.029985120478605,0.9519282701717653,1.0292375823617201,1.0306493909253245
2011-02-01,1.0276950738153945,1.0284403991178508,0.9507144224626577,1.0275628361074627,1.0301397728613917
2011-02-02,1.028825733781753,1.0300843493604863,0.958473026876195,1.0292872422580854,1.0322222672379298
2011-02-03,1.0288951868257799,1.031798103549618,0.9606755006410853,1.030986379130887,1.0341579831371326
2011-02-04,1.0324511141503407,1.0369979947016246,0.9685403844021385,1.0361679278307427,1.039466678369537
2011-02-07,1.0388247413672036,1.0426589998366687,0.9708585095834004,1.0417722038292063,1.0448973200270466
2011-02-08,1.0376864737543752,1.0407871189385425,0.9770019822437542,1.0398757487797758,1.0423411571276515
2011-02-09,1.0316048452911983,1.0385886697574434,0.9748549105421808,1.0375575992699988,1.0410107860356264
2011-02-10,1.0340612772000433,1.0427899358741928,0.9881616174056578,1.0417751701410134,1.0449584774923766
2011-02-11,1.0353343520525746,1.044966046184032,0.9971365616498568,1.0439208276837215,1.0479173940369968
2011-02-14,1.0316176906282908,1.0417992201771082,0.9866552594865179,1.040992658003537,1.0453913631181428
2011-02-15,1.042813673512192,1.0504422676936966,0.9851090004344512,1.0496476807818673,1.0538112645663522
2011-02-16,1.051170033395277,1.0574791994799253,0.9831695373649268,1.0567564237450433,1.0615819142901057
2011-02-18,1.024903205116375,1.0336787237820404,0.9801066524667745,1.032851779171821,1.0376712680798388
2011-02-22,1.024829673436943,1.029989041309912,0.9569484466063949,1.029247879855742,1.03455077508311
2011-02-23,1.0252533696045323,1.0292223432417753,0.9443840016226825,1.0283593076113355,1.0329691492825015
2011-02-24,1.0375791588117853,1.041187002726874,0.9414147654598952,1.0403411167094927,1.0455001136809088
2011-02-25,1.0491284878576057,1.049548279158861,0.959206809618413,1.048553726039604,1.0522497083952744
2011-02-28,1.0352289389828881,1.0338581894286212,0.9488165939072539,1.0327941700615286,1.0365716948018813
2011-03-01,1.039929100991724,1.0368381734426324,0.9532144888303387,1.0355110615274243,1.0389886356393274
2011-03-02,1.0532131408314298,1.0523684066713554,0.9670700912236251,1.050971768587399,1.0544831415383191
2011-03-03,1.0459361091260662,1.0450405216318532,0.9661277029697305,1.0438110696435936,1.0478925584760552
2011-03-04,1.0356645296446196,1.0351784222386913,0.9652219566950887,1.033878135631535,1.0368331744216295
2011-03-07,1.038462068606689,1.0415370148684509,0.9581982158843498,1.0403912348436475,1.0439142153792087
2011-03-08,1.0377293647907773,1.0401318085568156,0.9542029628169841,1.038943484527501,1.0419120186838964
2011-03-09,1.012495616592263,1.0181582342016007,0.9350491193614029,1.0169930731226624,1.0203181193488908
2011-03-10,1.0145677511312452,1.0219906567700578,0.9332217146810173,1.0212748816659567,1.0250032957157873
2011-03-11,1.001673432372783,1.0106967180524598,0.9210101912565083,1.009364692292222,1.012845023101723
2011-03-14,0.9790192639101609,0.9950792949418169,0.8958395621386798,0.9929102105021016,0.9988668697626885
2011-03-15,0.9520697171343259,0.9718020858649478,0.8988433118797524,0.9694894468935281,0.9767493265580124
2011-03-16,0.9792027841300567,0.9923186048279131,0.8991624317775108,0.9889733935901696,0.9947243878480272
2011-03-17,0.9947771012562306,1.0008995399626883,0.8701938092507352,0.9972940390512958,1.0039771981015007
2011-03-18,1.0182286182445293,1.020208582358347,0.8803700432365612,1.0164356230482605,1.0222625024988472
2011-03-21,1.0142917317114306,1.0166194577381447,0.87253865893622,1.0128977356478543,1.0190138390885422
2011-03-22,1.0160356648707805,1.0186377724130895,0.869550329328095,1.0148994511533977,1.0207096746665234
