"Date","Open","High","Low","Close"
"Mon Aug 26 2024 12:55:00 GMT+0530 (India Standard Time)","110.30","110.40","110.30","110.40"
"Mon Aug 26 2024 13:00:00 GMT+0530 (India Standard Time)","110.40","110.40","110.40","110.40"
"Mon Aug 26 2024 13:05:00 GMT+0530 (India Standard Time)","110.40","111.55","110.40","111.55"
"Mon Aug 26 2024 13:10:00 GMT+0530 (India Standard Time)","111.55","112.10","110.80","112.00"
"Mon Aug 26 2024 13:15:00 GMT+0530 (India Standard Time)","112.00","114.00","112.00","113.60"
"Mon Aug 26 2024 13:20:00 GMT+0530 (India Standard Time)","113.60","113.65","113.60","113.65"
"Mon Aug 26 2024 13:25:00 GMT+0530 (India Standard Time)","113.65","113.65","113.30","113.30"
"Mon Aug 26 2024 13:30:00 GMT+0530 (India Standard Time)","113.30","113.30","113.30","113.30"
"Mon Aug 26 2024 13:35:00 GMT+0530 (India Standard Time)","113.30","116.50","113.30","115.95"
"Mon Aug 26 2024 13:40:00 GMT+0530 (India Standard Time)","115.95","117.55","115.95","117.55"
"Mon Aug 26 2024 13:45:00 GMT+0530 (India Standard Time)","117.55","117.55","116.90","116.90"
"Mon Aug 26 2024 13:50:00 GMT+0530 (India Standard Time)","116.90","117.20","116.35","117.15"
"Mon Aug 26 2024 13:55:00 GMT+0530 (India Standard Time)","117.15","117.15","117.15","117.15"
"Mon Aug 26 2024 14:00:00 GMT+0530 (India Standard Time)","117.15","117.15","117.15","117.15"
"Mon Aug 26 2024 14:05:00 GMT+0530 (India Standard Time)","117.15","117.75","116.50","116.50"
"Mon Aug 26 2024 14:10:00 GMT+0530 (India Standard Time)","116.50","117.50","116.50","117.50"
"Mon Aug 26 2024 14:15:00 GMT+0530 (India Standard Time)","117.50","117.50","114.15","114.15"
"Mon Aug 26 2024 14:20:00 GMT+0530 (India Standard Time)","114.15","114.15","114.15","114.15"
"Mon Aug 26 2024 14:25:00 GMT+0530 (India Standard Time)","114.15","114.15","114.15","114.15"
"Mon Aug 26 2024 14:30:00 GMT+0530 (India Standard Time)","114.15","114.15","114.15","114.15"
"Mon Aug 26 2024 14:35:00 GMT+0530 (India Standard Time)","114.15","114.15","114.15","114.15"
"Mon Aug 26 2024 14:40:00 GMT+0530 (India Standard Time)","114.15","114.15","114.15","114.15"
"Mon Aug 26 2024 14:45:00 GMT+0530 (India Standard Time)","114.15","114.15","114.15","114.15"
"Mon Aug 26 2024 14:50:00 GMT+0530 (India Standard Time)","114.15","114.15","114.15","114.15"
"Mon Aug 26 2024 14:55:00 GMT+0530 (India Standard Time)","114.15","114.15","112.85","112.85"
"Mon Aug 26 2024 15:00:00 GMT+0530 (India Standard Time)","112.85","115.85","112.85","115.85"
"Mon Aug 26 2024 15:05:00 GMT+0530 (India Standard Time)","115.85","116.65","115.85","116.65"
"Mon Aug 26 2024 15:10:00 GMT+0530 (India Standard Time)","116.65","121.35","116.65","121.35"
"Mon Aug 26 2024 15:15:00 GMT+0530 (India Standard Time)","121.35","121.35","120.35","120.35"
"Mon Aug 26 2024 15:20:00 GMT+0530 (India Standard Time)","120.35","120.35","119.20","119.50"
"Mon Aug 26 2024 15:25:00 GMT+0530 (India Standard Time)","119.50","120.65","119.50","120.25"
"Tue Aug 27 2024 10:30:00 GMT+0530 (India Standard Time)","131.80","131.95","131.80","131.80"
"Tue Aug 27 2024 10:35:00 GMT+0530 (India Standard Time)","131.80","131.80","130.30","130.30"
"Tue Aug 27 2024 10:40:00 GMT+0530 (India Standard Time)","130.30","130.30","130.30","130.30"
"Tue Aug 27 2024 10:45:00 GMT+0530 (India Standard Time)","130.30","130.30","130.30","130.30"
"Tue Aug 27 2024 10:50:00 GMT+0530 (India Standard Time)","130.30","130.30","130.30","130.30"
"Tue Aug 27 2024 10:55:00 GMT+0530 (India Standard Time)","130.30","130.30","130.30","130.30"
"Tue Aug 27 2024 11:00:00 GMT+0530 (India Standard Time)","130.30","130.30","130.30","130.30"
"Tue Aug 27 2024 11:05:00 GMT+0530 (India Standard Time)","130.30","130.30","127.00","127.05"
"Tue Aug 27 2024 11:10:00 GMT+0530 (India Standard Time)","127.05","127.05","127.05","127.05"
"Tue Aug 27 2024 11:15:00 GMT+0530 (India Standard Time)","127.05","128.70","127.05","127.70"
"Tue Aug 27 2024 11:20:00 GMT+0530 (India Standard Time)","127.70","127.70","127.70","127.70"
"Tue Aug 27 2024 11:25:00 GMT+0530 (India Standard Time)","127.70","127.70","127.70","127.70"
"Tue Aug 27 2024 11:30:00 GMT+0530 (India Standard Time)","127.70","129.00","127.70","128.85"
"Tue Aug 27 2024 11:35:00 GMT+0530 (India Standard Time)","128.85","128.85","128.85","128.85"
"Tue Aug 27 2024 11:40:00 GMT+0530 (India Standard Time)","128.85","128.85","128.85","128.85"
"Tue Aug 27 2024 11:45:00 GMT+0530 (India Standard Time)","128.85","128.85","128.85","128.85"
"Tue Aug 27 2024 11:50:00 GMT+0530 (India Standard Time)","128.85","128.85","128.85","128.85"
"Tue Aug 27 2024 11:55:00 GMT+0530 (India Standard Time)","128.85","133.85","128.85","133.85"
"Tue Aug 27 2024 12:00:00 GMT+0530 (India Standard Time)","133.85","133.85","133.85","133.85"
"Tue Aug 27 2024 12:05:00 GMT+0530 (India Standard Time)","133.85","133.85","133.85","133.85"
"Tue Aug 27 2024 12:10:00 GMT+0530 (India Standard Time)","133.85","133.85","133.85","133.85"
"Tue Aug 27 2024 12:15:00 GMT+0530 (India Standard Time)","133.85","133.85","133.85","133.85"
"Tue Aug 27 2024 12:20:00 GMT+0530 (India Standard Time)","133.85","133.85","130.85","130.85"
"Tue Aug 27 2024 12:25:00 GMT+0530 (India Standard Time)","130.85","131.35","130.85","131.15"
"Tue Aug 27 2024 12:30:00 GMT+0530 (India Standard Time)","131.15","131.15","131.15","131.15"
"Tue Aug 27 2024 12:35:00 GMT+0530 (India Standard Time)","131.15","131.15","131.15","131.15"
"Tue Aug 27 2024 12:40:00 GMT+0530 (India Standard Time)","131.15","131.15","131.15","131.15"
"Tue Aug 27 2024 12:45:00 GMT+0530 (India Standard Time)","131.15","131.15","131.15","131.15"
"Tue Aug 27 2024 12:50:00 GMT+0530 (India Standard Time)","131.15","131.15","131.15","131.15"
"Tue Aug 27 2024 12:55:00 GMT+0530 (India Standard Time)","131.15","131.15","131.15","131.15"
"Tue Aug 27 2024 13:00:00 GMT+0530 (India Standard Time)","131.15","131.15","131.15","131.15"
"Tue Aug 27 2024 13:05:00 GMT+0530 (India Standard Time)","131.15","131.15","131.15","131.15"
"Tue Aug 27 2024 13:10:00 GMT+0530 (India Standard Time)","131.15","132.40","131.15","132.40"
"Tue Aug 27 2024 13:15:00 GMT+0530 (India Standard Time)","132.40","132.40","131.25","131.25"
"Tue Aug 27 2024 13:20:00 GMT+0530 (India Standard Time)","131.25","131.25","131.20","131.20"
"Tue Aug 27 2024 13:25:00 GMT+0530 (India Standard Time)","131.20","131.20","127.75","127.75"
"Tue Aug 27 2024 13:30:00 GMT+0530 (India Standard Time)","127.75","127.75","127.75","127.75"
"Tue Aug 27 2024 13:35:00 GMT+0530 (India Standard Time)","127.75","127.75","127.75","127.75"
"Tue Aug 27 2024 13:40:00 GMT+0530 (India Standard Time)","127.75","130.40","127.75","130.40"
"Tue Aug 27 2024 13:45:00 GMT+0530 (India Standard Time)","130.40","130.40","130.40","130.40"
"Tue Aug 27 2024 13:50:00 GMT+0530 (India Standard Time)","130.40","130.40","130.40","130.40"
"Tue Aug 27 2024 13:55:00 GMT+0530 (India Standard Time)","130.40","130.40","129.25","129.25"
"Tue Aug 27 2024 14:00:00 GMT+0530 (India Standard Time)","129.25","129.25","128.05","128.05"
"Tue Aug 27 2024 14:05:00 GMT+0530 (India Standard Time)","128.05","129.90","128.05","129.90"
"Tue Aug 27 2024 14:10:00 GMT+0530 (India Standard Time)","129.90","130.10","129.70","129.70"
"Tue Aug 27 2024 14:15:00 GMT+0530 (India Standard Time)","129.70","129.70","128.65","128.65"
"Tue Aug 27 2024 14:20:00 GMT+0530 (India Standard Time)","128.65","128.65","128.65","128.65"
"Tue Aug 27 2024 14:25:00 GMT+0530 (India Standard Time)","128.65","128.70","128.65","128.70"
"Tue Aug 27 2024 14:30:00 GMT+0530 (India Standard Time)","128.70","128.70","128.70","128.70"
"Tue Aug 27 2024 14:35:00 GMT+0530 (India Standard Time)","128.70","128.70","128.35","128.35"
"Tue Aug 27 2024 14:40:00 GMT+0530 (India Standard Time)","128.35","129.70","128.35","129.70"
"Tue Aug 27 2024 14:45:00 GMT+0530 (India Standard Time)","129.70","131.55","129.70","131.55"
"Tue Aug 27 2024 14:50:00 GMT+0530 (India Standard Time)","131.55","132.25","131.50","131.55"
"Tue Aug 27 2024 14:55:00 GMT+0530 (India Standard Time)","131.55","133.60","131.55","133.60"
"Tue Aug 27 2024 15:00:00 GMT+0530 (India Standard Time)","133.60","133.60","133.60","133.60"
"Tue Aug 27 2024 15:05:00 GMT+0530 (India Standard Time)","133.60","133.60","133.60","133.60"
"Tue Aug 27 2024 15:10:00 GMT+0530 (India Standard Time)","133.60","133.60","132.50","132.50"
"Tue Aug 27 2024 15:15:00 GMT+0530 (India Standard Time)","132.50","132.50","132.50","132.50"
"Tue Aug 27 2024 15:20:00 GMT+0530 (India Standard Time)","132.50","133.90","132.50","133.90"
"Tue Aug 27 2024 15:25:00 GMT+0530 (India Standard Time)","133.90","133.90","133.90","133.90"
"Wed Aug 28 2024 11:10:00 GMT+0530 (India Standard Time)","135.70","135.70","135.70","135.70"
"Wed Aug 28 2024 11:15:00 GMT+0530 (India Standard Time)","135.70","135.70","133.90","133.90"
"Wed Aug 28 2024 11:20:00 GMT+0530 (India Standard Time)","133.90","133.90","133.90","133.90"
"Wed Aug 28 2024 11:25:00 GMT+0530 (India Standard Time)","133.90","133.90","133.90","133.90"
"Wed Aug 28 2024 11:30:00 GMT+0530 (India Standard Time)","133.90","133.90","126.85","126.85"
"Wed Aug 28 2024 11:35:00 GMT+0530 (India Standard Time)","126.85","126.85","126.35","126.35"
"Wed Aug 28 2024 11:40:00 GMT+0530 (India Standard Time)","126.35","126.35","126.35","126.35"
"Wed Aug 28 2024 11:45:00 GMT+0530 (India Standard Time)","126.35","126.35","126.35","126.35"
"Wed Aug 28 2024 11:50:00 GMT+0530 (India Standard Time)","126.35","126.35","126.35","126.35"
"Wed Aug 28 2024 11:55:00 GMT+0530 (India Standard Time)","126.35","126.35","126.35","126.35"
"Wed Aug 28 2024 12:00:00 GMT+0530 (India Standard Time)","126.35","126.35","126.35","126.35"
"Wed Aug 28 2024 12:05:00 GMT+0530 (India Standard Time)","126.35","131.40","126.35","131.40"
"Wed Aug 28 2024 12:10:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 12:15:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 12:20:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 12:25:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 12:30:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 12:35:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 12:40:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 12:45:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 12:50:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 12:55:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 13:00:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 13:05:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 13:10:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 13:15:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 13:20:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 13:25:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 13:30:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 13:35:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 13:40:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 13:45:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 13:50:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 13:55:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 14:00:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 14:05:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 14:10:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 14:15:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 14:20:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 14:25:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 14:30:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 14:35:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 14:40:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 14:45:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 14:50:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 14:55:00 GMT+0530 (India Standard Time)","131.40","131.40","131.40","131.40"
"Wed Aug 28 2024 15:00:00 GMT+0530 (India Standard Time)","131.40","140.75","131.40","140.75"
"Wed Aug 28 2024 15:05:00 GMT+0530 (India Standard Time)","140.75","141.35","139.75","141.20"
"Wed Aug 28 2024 15:10:00 GMT+0530 (India Standard Time)","141.20","141.85","140.30","140.30"
"Wed Aug 28 2024 15:15:00 GMT+0530 (India Standard Time)","140.30","141.10","140.30","141.10"
"Wed Aug 28 2024 15:20:00 GMT+0530 (India Standard Time)","141.10","141.10","139.65","139.65"
"Wed Aug 28 2024 15:25:00 GMT+0530 (India Standard Time)","138.75","139.05","138.25","139.05"
"Thu Aug 29 2024 09:15:00 GMT+0530 (India Standard Time)","136.90","141.30","136.90","141.30"
"Thu Aug 29 2024 09:20:00 GMT+0530 (India Standard Time)","141.30","141.95","139.40","139.75"
"Thu Aug 29 2024 09:25:00 GMT+0530 (India Standard Time)","139.75","142.05","139.75","141.00"
"Thu Aug 29 2024 09:30:00 GMT+0530 (India Standard Time)","139.40","139.40","139.40","139.40"
"Thu Aug 29 2024 09:35:00 GMT+0530 (India Standard Time)","139.40","143.00","139.40","141.90"
"Thu Aug 29 2024 09:40:00 GMT+0530 (India Standard Time)","141.90","144.05","141.90","143.45"
"Thu Aug 29 2024 09:45:00 GMT+0530 (India Standard Time)","143.45","143.45","139.75","140.10"
"Thu Aug 29 2024 09:50:00 GMT+0530 (India Standard Time)","140.10","140.10","136.05","136.05"
"Thu Aug 29 2024 09:55:00 GMT+0530 (India Standard Time)","136.05","139.65","136.05","139.30"
"Thu Aug 29 2024 10:00:00 GMT+0530 (India Standard Time)","139.30","140.45","138.50","138.50"
"Thu Aug 29 2024 10:05:00 GMT+0530 (India Standard Time)","138.50","138.50","136.70","136.70"
"Thu Aug 29 2024 10:10:00 GMT+0530 (India Standard Time)","136.70","136.70","134.30","135.80"
"Thu Aug 29 2024 10:15:00 GMT+0530 (India Standard Time)","135.80","135.80","133.60","133.60"
"Thu Aug 29 2024 10:20:00 GMT+0530 (India Standard Time)","133.60","133.60","128.50","129.20"
"Thu Aug 29 2024 10:25:00 GMT+0530 (India Standard Time)","129.20","129.70","129.20","129.70"
"Thu Aug 29 2024 10:30:00 GMT+0530 (India Standard Time)","129.75","129.95","127.30","127.30"
"Thu Aug 29 2024 10:35:00 GMT+0530 (India Standard Time)","127.20","130.00","126.75","130.00"
"Thu Aug 29 2024 10:40:00 GMT+0530 (India Standard Time)","130.00","130.70","130.00","130.70"
"Thu Aug 29 2024 10:45:00 GMT+0530 (India Standard Time)","130.70","131.70","130.50","130.50"
"Thu Aug 29 2024 10:50:00 GMT+0530 (India Standard Time)","130.50","131.90","129.75","129.75"
"Thu Aug 29 2024 10:55:00 GMT+0530 (India Standard Time)","129.75","130.30","128.90","130.30"
"Thu Aug 29 2024 11:00:00 GMT+0530 (India Standard Time)","130.30","130.30","129.70","129.70"
"Thu Aug 29 2024 11:05:00 GMT+0530 (India Standard Time)","129.70","130.40","129.70","130.40"
"Thu Aug 29 2024 11:10:00 GMT+0530 (India Standard Time)","130.40","130.40","130.40","130.40"
"Thu Aug 29 2024 11:15:00 GMT+0530 (India Standard Time)","130.40","130.65","130.40","130.65"
"Thu Aug 29 2024 11:20:00 GMT+0530 (India Standard Time)","130.65","130.65","129.25","130.60"
