"Date","Open","High","Low","Close"
"Mon Aug 19 2024 14:45:00 GMT+0530 (India Standard Time)","117.95","117.95","117.95","117.95"
"Mon Aug 19 2024 14:50:00 GMT+0530 (India Standard Time)","117.95","117.95","117.95","117.95"
"Mon Aug 19 2024 14:55:00 GMT+0530 (India Standard Time)","117.95","117.95","117.95","117.95"
"Mon Aug 19 2024 15:00:00 GMT+0530 (India Standard Time)","117.95","117.95","117.95","117.95"
"Mon Aug 19 2024 15:05:00 GMT+0530 (India Standard Time)","117.95","117.95","117.95","117.95"
"Mon Aug 19 2024 15:10:00 GMT+0530 (India Standard Time)","117.95","117.95","117.95","117.95"
"Mon Aug 19 2024 15:15:00 GMT+0530 (India Standard Time)","117.95","117.95","117.95","117.95"
"Mon Aug 19 2024 15:20:00 GMT+0530 (India Standard Time)","117.95","124.50","117.95","124.50"
"Mon Aug 19 2024 15:25:00 GMT+0530 (India Standard Time)","123.15","123.15","123.15","123.15"
"Tue Aug 20 2024 09:15:00 GMT+0530 (India Standard Time)","125.00","125.00","125.00","125.00"
"Tue Aug 20 2024 09:20:00 GMT+0530 (India Standard Time)","125.00","129.65","125.00","126.35"
"Tue Aug 20 2024 09:25:00 GMT+0530 (India Standard Time)","126.35","126.35","126.35","126.35"
"Tue Aug 20 2024 09:30:00 GMT+0530 (India Standard Time)","126.35","126.35","126.35","126.35"
"Tue Aug 20 2024 09:35:00 GMT+0530 (India Standard Time)","126.35","126.35","126.35","126.35"
"Tue Aug 20 2024 09:40:00 GMT+0530 (India Standard Time)","126.35","126.35","126.35","126.35"
"Tue Aug 20 2024 09:45:00 GMT+0530 (India Standard Time)","126.35","131.00","126.35","131.00"
"Tue Aug 20 2024 09:50:00 GMT+0530 (India Standard Time)","131.00","131.00","131.00","131.00"
"Tue Aug 20 2024 09:55:00 GMT+0530 (India Standard Time)","131.00","131.00","130.25","130.25"
"Tue Aug 20 2024 10:00:00 GMT+0530 (India Standard Time)","130.25","131.55","130.25","131.55"
"Tue Aug 20 2024 10:05:00 GMT+0530 (India Standard Time)","131.55","131.75","131.55","131.75"
"Tue Aug 20 2024 10:10:00 GMT+0530 (India Standard Time)","131.75","135.35","131.75","135.15"
"Tue Aug 20 2024 10:15:00 GMT+0530 (India Standard Time)","135.15","135.15","135.15","135.15"
"Tue Aug 20 2024 10:20:00 GMT+0530 (India Standard Time)","135.15","135.80","135.15","135.80"
"Tue Aug 20 2024 10:25:00 GMT+0530 (India Standard Time)","135.80","135.80","135.80","135.80"
"Tue Aug 20 2024 10:30:00 GMT+0530 (India Standard Time)","135.80","140.00","135.80","139.25"
"Tue Aug 20 2024 10:35:00 GMT+0530 (India Standard Time)","139.25","139.25","138.20","138.20"
"Tue Aug 20 2024 10:40:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Tue Aug 20 2024 10:45:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Tue Aug 20 2024 10:50:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Tue Aug 20 2024 10:55:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Tue Aug 20 2024 11:00:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Tue Aug 20 2024 11:05:00 GMT+0530 (India Standard Time)","138.20","138.35","138.20","138.35"
"Tue Aug 20 2024 11:10:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 11:15:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 11:20:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 11:25:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 11:30:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 11:35:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 11:40:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 11:45:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 11:50:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 11:55:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 12:00:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 12:05:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 12:10:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 12:15:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 12:20:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 12:25:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 12:30:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 12:35:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 12:40:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 12:45:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 12:50:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 12:55:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 13:00:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 13:05:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 13:10:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 13:15:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 13:20:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 13:25:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 13:30:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 13:35:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 13:40:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 13:45:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 13:50:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 13:55:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 14:00:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 14:05:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 14:10:00 GMT+0530 (India Standard Time)","138.35","138.35","138.35","138.35"
"Tue Aug 20 2024 14:15:00 GMT+0530 (India Standard Time)","138.35","138.35","131.70","131.70"
"Tue Aug 20 2024 14:20:00 GMT+0530 (India Standard Time)","131.70","131.70","131.70","131.70"
"Tue Aug 20 2024 14:25:00 GMT+0530 (India Standard Time)","131.70","131.70","131.70","131.70"
"Tue Aug 20 2024 14:30:00 GMT+0530 (India Standard Time)","131.70","131.70","131.70","131.70"
"Tue Aug 20 2024 14:35:00 GMT+0530 (India Standard Time)","131.70","132.00","131.70","132.00"
"Tue Aug 20 2024 14:40:00 GMT+0530 (India Standard Time)","132.00","132.00","132.00","132.00"
"Tue Aug 20 2024 14:45:00 GMT+0530 (India Standard Time)","132.00","132.00","131.75","131.75"
"Tue Aug 20 2024 14:50:00 GMT+0530 (India Standard Time)","131.75","131.75","131.75","131.75"
"Tue Aug 20 2024 14:55:00 GMT+0530 (India Standard Time)","131.75","131.75","131.75","131.75"
"Tue Aug 20 2024 15:00:00 GMT+0530 (India Standard Time)","131.75","131.75","131.75","131.75"
"Tue Aug 20 2024 15:05:00 GMT+0530 (India Standard Time)","131.75","131.75","131.75","131.75"
"Tue Aug 20 2024 15:10:00 GMT+0530 (India Standard Time)","131.75","131.75","131.75","131.75"
"Tue Aug 20 2024 15:15:00 GMT+0530 (India Standard Time)","131.75","131.75","131.75","131.75"
"Tue Aug 20 2024 15:20:00 GMT+0530 (India Standard Time)","131.75","131.75","124.85","130.85"
"Tue Aug 20 2024 15:25:00 GMT+0530 (India Standard Time)","130.85","130.85","130.85","130.85"
"Wed Aug 21 2024 11:55:00 GMT+0530 (India Standard Time)","145.00","145.00","142.20","142.20"
"Wed Aug 21 2024 12:00:00 GMT+0530 (India Standard Time)","142.20","142.20","142.20","142.20"
"Wed Aug 21 2024 12:05:00 GMT+0530 (India Standard Time)","142.20","142.20","142.20","142.20"
"Wed Aug 21 2024 12:10:00 GMT+0530 (India Standard Time)","142.20","142.20","142.20","142.20"
"Wed Aug 21 2024 12:15:00 GMT+0530 (India Standard Time)","142.20","142.20","142.20","142.20"
"Wed Aug 21 2024 12:20:00 GMT+0530 (India Standard Time)","142.20","142.50","142.20","142.50"
"Wed Aug 21 2024 12:25:00 GMT+0530 (India Standard Time)","142.50","142.50","142.50","142.50"
"Wed Aug 21 2024 12:30:00 GMT+0530 (India Standard Time)","142.50","142.50","142.50","142.50"
"Wed Aug 21 2024 12:35:00 GMT+0530 (India Standard Time)","142.50","142.50","142.50","142.50"
"Wed Aug 21 2024 12:40:00 GMT+0530 (India Standard Time)","142.50","142.50","142.50","142.50"
"Wed Aug 21 2024 12:45:00 GMT+0530 (India Standard Time)","142.50","142.50","142.50","142.50"
"Wed Aug 21 2024 12:50:00 GMT+0530 (India Standard Time)","142.50","142.50","142.50","142.50"
"Wed Aug 21 2024 12:55:00 GMT+0530 (India Standard Time)","142.50","142.50","142.50","142.50"
"Wed Aug 21 2024 13:00:00 GMT+0530 (India Standard Time)","142.50","142.50","142.50","142.50"
"Wed Aug 21 2024 13:05:00 GMT+0530 (India Standard Time)","142.50","142.50","142.50","142.50"
"Wed Aug 21 2024 13:10:00 GMT+0530 (India Standard Time)","142.50","142.50","142.50","142.50"
"Wed Aug 21 2024 13:15:00 GMT+0530 (India Standard Time)","142.50","142.50","138.20","138.20"
"Wed Aug 21 2024 13:20:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 13:25:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 13:30:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 13:35:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 13:40:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 13:45:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 13:50:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 13:55:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 14:00:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 14:05:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 14:10:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 14:15:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 14:20:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 14:25:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 14:30:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 14:35:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 14:40:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 14:45:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 14:50:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 14:55:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 15:00:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 15:05:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 15:10:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 15:15:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 15:20:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Wed Aug 21 2024 15:25:00 GMT+0530 (India Standard Time)","138.20","138.20","138.20","138.20"
"Fri Aug 23 2024 10:10:00 GMT+0530 (India Standard Time)","158.25","158.25","158.25","158.25"
"Fri Aug 23 2024 10:15:00 GMT+0530 (India Standard Time)","158.25","158.25","158.25","158.25"
"Fri Aug 23 2024 10:20:00 GMT+0530 (India Standard Time)","158.25","158.25","147.70","147.70"
"Fri Aug 23 2024 10:25:00 GMT+0530 (India Standard Time)","147.70","147.70","147.70","147.70"
"Fri Aug 23 2024 10:30:00 GMT+0530 (India Standard Time)","147.70","147.70","147.70","147.70"
"Fri Aug 23 2024 10:35:00 GMT+0530 (India Standard Time)","147.70","147.70","147.70","147.70"
"Fri Aug 23 2024 10:40:00 GMT+0530 (India Standard Time)","147.70","147.70","147.70","147.70"
"Fri Aug 23 2024 10:45:00 GMT+0530 (India Standard Time)","147.70","147.70","147.70","147.70"
"Fri Aug 23 2024 10:50:00 GMT+0530 (India Standard Time)","147.70","147.70","147.70","147.70"
"Fri Aug 23 2024 10:55:00 GMT+0530 (India Standard Time)","147.70","147.70","147.70","147.70"
"Fri Aug 23 2024 11:00:00 GMT+0530 (India Standard Time)","147.70","147.70","147.70","147.70"
"Fri Aug 23 2024 11:05:00 GMT+0530 (India Standard Time)","147.70","147.70","145.00","145.00"
"Fri Aug 23 2024 11:10:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 11:15:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 11:20:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 11:25:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 11:30:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 11:35:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 11:40:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 11:45:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 11:50:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 11:55:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 12:00:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 12:05:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 12:10:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 12:15:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 12:20:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 12:25:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 12:30:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 12:35:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 12:40:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 12:45:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 12:50:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 12:55:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 13:00:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 13:05:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 13:10:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 13:15:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 13:20:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 13:25:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 13:30:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 13:35:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 13:40:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 13:45:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 13:50:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 13:55:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 14:00:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 14:05:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 14:10:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 14:15:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 14:20:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 14:25:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 14:30:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
"Fri Aug 23 2024 14:35:00 GMT+0530 (India Standard Time)","145.00","145.00","145.00","145.00"
